comment,facility,lecturer,others,training_program
giúp sinh viên làm việc nhóm hiệu quả hơn .,0,3,0,0
chất lượng đào tạo rất tốt .,0,0,0,3
"nên thực hành những thứ dễ tiếp thu bài học lý thuyết trước đó , và có cuộc thi cộng điểm cho những ai làm thêm bài tập hoặc chương trình .",0,0,0,1
chưa đưa được nhiều bài tập cho sinh viên .,0,1,0,0
cho luyện hơi ít bài tập .,0,0,0,1
khả năng truyền đạt không tốt lắm .,0,1,0,0
chưa có hoạt động nhóm .,0,0,0,1
chưa thật sự dễ hiểu .,0,0,0,1
"dạy trễ , giờ học bị kéo dài .",0,1,0,0
cần thực hành môn học nhiều hơn .,0,0,0,1
giảng viên nên đảm bảo giờ lên lớp vì giảng viên đã nghỉ khá nhiều số tiết có trên lớp .,0,1,0,0
"tận tình , kỹ lưỡng .",0,3,0,0
"thi giữa kỳ cả lớp cũng phải ngồi đợi hơn 30 phút vì giáo viên "" kẹt xe "" .",0,1,0,0
thầy nên tham khảo cách cho và làm bài tập của thầy wzjwz319 chứ đừng show slide bài tập rồi vài giây sau qua slide đáp án .,0,1,0,0
giảng dạy rất dễ hiểu và tận tâm với sinh viên .,0,3,0,0
"có nhiều kiến thức thực tiễn , phù hợp với môi trường làm việc hiện đại .",0,0,0,3
cô dạy quá nhiều lý thuyết suông .,0,1,0,0
tăng cường speaking trong giờ học .,0,0,0,1
"giảng viên dạy hay , dễ hiểu .",0,3,0,0
thầy có hướng dẫn vào lúc thực hành .,0,2,0,0
giảng viên hỗ trợ tích cực .,0,3,0,0
"dạy hay , dễ hiểu , luôn hòa đồng và vui vẻ với sinh viên .",0,3,0,0
thực hành với lý thuyết có vẻ không có liên quan với nhau .,0,0,0,1
các bài hướng dẫn lab thực hiện trên win server 2k3 rất lỗi thời .,0,1,0,0
sử dụng tạo bài kiểm tra trong course chưa hợp lý .,0,1,0,0
"giảng viên truyền đạt kiến thức tốt , có nhiều kinh nghiệm , có thể giải đáp được thắc mắc của sinh viên .",0,3,0,0
em thấy môn này không áp dụng thực tế đối với trường mình .,0,0,0,1
làm chủ đề đồ án nhóm .,0,0,0,2
thầy nên hướng dẫn bài tập nhiều hơn và nên giải các bài khó .,0,1,0,0
"thiết kế và trình bày bài giảng mạch lạc , ngắn gọn , chi tiết giúp sinh viên dễ nắm bắt làm quen các khái niệm trong xác suất thống kê .",0,0,0,3
slide bài giảng đầy đủ .,0,0,0,3
"nâng cấp hệ thống phục vụ giảng dạy như loa , máy cassette .",1,0,0,0
rất thích cô wzjwz108 vì cô dạy hứng thú và hay .,0,3,0,0
"giảng viên tận tâm , nhiệt tình , giỏi .",0,3,0,0
cô dạy hay và có tâm .,0,3,0,0
thầy hòa đồng và thân thiện .,0,3,0,0
thầy giảng dạy rất tốt và tuyệt vời !,0,3,0,0
"thầy là một người sống rất có tâm , lại có vẻ bề ngoài đẹp trai , thầy rất hóm hỉnh và dí dỏm .",0,3,0,0
cô còn chưa thể tạo ra cho lớp học không khí sôi nổi trong học tập .,0,1,0,0
"cô nhiệt tình , hoà đồng với học sinh .",0,3,0,0
cần đưa ra những ứng dụng thực tế để có thể hiểu dễ dàng hơn .,0,0,0,1
giảng dạy đầy đủ đúng giờ .,0,3,0,0
"thầy rất nhiệt tình , giảng dễ hiểu .",0,3,0,0
cô đưa ra nhiều phương án giải quyết khi sinh viên gặp vấn đề nào đó với đồ án !,0,3,0,0
"vui tính , khả năng truyền đạt kiến thức tốt .",0,3,0,0
"nội dung học vừa phải , không quá nặng cũng như không quá nhẹ .",0,0,0,3
thầy rất tận tâm tới từng nhóm để chỉ và slide bài giảng của thầy rất chi tiết đọc một đến hai lần có thể hiểu được các bước thực hành .,0,3,0,0
"nội dung môn học quá nhiều so với thời lượng một học kỳ , môn trong toàn bộ chương trình đào tạo thì chỉ có duy nhất môn này liên quan đến tín hiệu số và là một phần khá quan trọng trong kỹ năng kiến thức cần có , nhưng thời lượng bố trí chỉ có một học kỳ và chỉ một môn , khiến nội dung phải nhồi nhét khá nhiều , kiến thức chỉ ở cơ bản và không thể chuyên sâu được .",0,0,0,1
lấy điểm bằng cách gọi lên bảng làm bài .,0,2,0,0
số lượng sinh viên trong một lớp quá lớn .,0,0,1,0
"đôi phần giảng viên nói nhanh , và sửa bài tập thì chữ ghi lại khá nhỏ ( ngồi xa bảng sẽ khó thấy ) .",0,1,0,0
"giảng viên tận tụy quan tâm học sinh và rất tâm lý , truyền đạt tốt , thực tiễn sinh động .",0,3,0,0
đề nghị thầy giảm béo .,0,1,0,0
vui nhộn trong giờ học .,0,0,0,3
khi gộp lại chương trình trở nên nhiều và rộng .,0,0,0,1
"em tham gia đầy đủ buổi học của lớp này , em không có một chút hài lòng về môn học này .",0,0,0,1
thầy rất nhiệt tình và tận tâm chỉ dạy .,0,3,0,0
chất lượng không tốt .,0,0,3,0
em mong nhà trường có thể đổi phòng học cho lớp em ạ .,1,0,0,0
"tận tâm , rất hữu ích .",0,3,0,0
"giảng viên wzjwz78 rất nhiệt tình với sinh viên , nhưng cũng vì vậy mà dạy lan man , nhiều khi tạo cảm giác cho sinh viên là cô giảng không có sự chuẩn bị , nội dung không liền mạch , rất khó theo dõi .",0,1,0,0
môn học không bổ trợ cho sinh viên khả năng làm việc sau này .,0,0,0,1
cô luôn nhiệt tình giải thích một quan điểm rất cặn kẽ và dễ hiểu và ví dụ phù hợp với bài học !,0,3,0,0
phòng hội trường nóng nực .,1,0,0,0
"thầy nhiệt tình , cách giảng dạy gợi mở .",0,3,0,0
tiếng anh nói còn phát âm sai .,0,1,0,0
giọng cô nghe dễ ngủ !,0,2,0,0
cần bỏ môn xác suất thống kê thay bằng học lập trình trực quan để sinh viên có thể dễ tiếp thu kiến thức .,0,0,0,1
"thầy tận tâm , nhiệt tình , truyền đạt nhiều kinh nghiệm quý báu trong học tập và cuộc sống .",0,3,0,0
không hài lòng là ở việc người dạy lý thuyết với người thực hành khác nhau .,0,0,0,1
"sáng 7h15 - 7h20 các cô lao công mới quét lớp , sàn nhà , mà cứ quét là hắt thẳng kể cả mặt sinh viên đang đi ở hành lang các nhà như không có ai , rất khó chịu cho các bạn sinh viên , nói ra với các cô sợ các cô buồn rồi hôm sau hắt mạnh tay hơn .",1,0,0,0
"đi đúng giờ , giảng bài đầy đủ .",0,3,0,0
lớp khá nhiệt tình .,0,3,0,0
nội dung thi khá nặng so với sinh viên không chuyên .,0,0,0,1
điểm danh không chính xác .,0,1,0,0
"giảng viên thực hành và lý thuyết đỗ lỗi cho nhau về chậm trễ bàn giao tài liệu , công cụ thực hành .",0,1,0,0
"cô dạy tận tình , vui vẻ và nhiệt tình .",0,3,0,0
giờ học thiếu sinh động .,0,0,1,0
"thực hành mạng cần cung cấp tài liệu thực hành trước , những câu hỏi trong thực hành cần cho sinh viên biết để tìm hiểu nghiên cứu trước chứ đến khi thực hành mới cho biết để nghiên cứu thật sự không hiểu quả .",0,0,0,1
"giảng dạy nhiệt tình , ví dụ dễ hiểu , phương pháp dạy tốt .",0,3,0,0
đôi khi để giờ trống nhiều .,0,0,0,1
em đề nghị đổi phòng học .,1,0,0,0
cô dạy rất dễ hiểu dễ làm .,0,3,0,0
sinh viên chưa thể hình dung và tiếp thu hết được tất cả nội dung .,0,0,0,1
"có lẽ là "" top giảng viên dạy dễ hiểu nhất đó giờ "" mà em từng học .",0,3,0,0
"mong nhà trường luôn cập nhật giáo trình giảng dạy phù hợp , nên phân bổ thời gian nhiều hơn cho hoạt động giao tiếp trên lớp .",0,0,0,1
"thầy dạy dễ hiểu , vui tính .",0,3,0,0
"giảng viên thực hành và giảng viên lý thuyết không liên hệ với nhau dẫn đến không thống nhất nội dung bài học , mỗi người dạy một phần khác nhau .",0,1,0,0
"thầy dạy vui , thực tế .",0,3,0,0
tác phong chuyên nghiệp .,0,3,0,0
cách dạy của thầy .,0,2,0,0
"giảng hay , bài tập đa dạng .",0,3,0,0
"nhiệt tình trong giảng dạy , vui vẻ , hòa đồng với sinh viên .",0,3,0,0
nên bỏ thực hành hình thức 2 đối với môn này .,0,0,0,1
"mỗi buổi thực hành sinh viên chỉ có nhiệm vụ download bài tập từ courses và tự làm , giảng viên không giảng nội dung thực hành cho sinh viên hiểu , chỉ khi sinh viên hỏi thì mới trả lời , mỗi buổi học thực hành , giảng viên cần phải giới thiệu sơ về bài học , mục tiêu và kết quả sinh viên sẽ học được gì .",0,0,0,1
tuy nhiên môn học khá khó nên lớp hiểu không hết kiến thức trong bài học được .,0,0,0,1
"thầy cần quan tâm tới lớp hơn , hơn nữa nhiều lúc thầy cũng đi trễ , trong khi các bạn đi trễ quá 15 phút thì thầy khóa cửa và không cho vào nữa , trong khi môn học này sinh viên chỉ lên hỏi cách làm bài tập thầy giao chứ thầy không có hướng dẫn làm .",0,1,0,0
cả lớp đều nói là giảng viên chưa hướng dẫn mà giảng viên nói là hướng dẫn rồi .,0,1,0,0
giảng viên tới lớp hơi trễ .,0,1,0,0
cần được rút kinh nghiệm .,0,0,1,0
em học it002dotf23 thực hành 2 chứ không phải thực hành 1 .,0,0,1,0
nên đầu tư nhiều đầu sách tiếng anh cho thư viện trường .,0,0,0,1
cuối cùng sinh viên đóng tiền các tín chỉ học thực hành theo hình thức 2 nhưng thực tế chẳng được học một phút nào .,0,0,0,1
các phòng máy cần được trang bị các phần mềm hỗ trợ cho môn học phù hợp .,1,0,0,0
phòng học thiếu quạt máy chiếu mờ em xin cám ơn .,1,0,0,0
thây dạy rất nhiệt tình và dễ hiểu .,0,3,0,0
"chứ chép bài tập rất mất thời gian , đã thế mỗi lần chép là mấy chụp bài !",0,0,0,1
dạy khó colonsmile .,0,1,0,0
"thầy dạy tốt , vấn đáp được nhiều thắc mắc của sinh viên .",0,3,0,0
"thầy dạy cực tốt , phương pháp hay , có cách giảng bài rất dễ tiếp thu , học thầy wzjwz176 đã hai lần và lần nào cũng thấy hài lòng .",0,3,0,0
"cần có tài liệu để đọc thêm , tự học .",0,0,0,1
"giảng viên nghiêm khắc , bài giảng chuyên sâu giúp sinh viên hiểu rõ vấn đề .",0,3,0,0
gửi đến sinh viên nhiều ý tưởng tuyệt vời trong khởi nghiệp .,0,3,0,0
dẫn chứng thực tế .,0,0,3,0
thầy bận nhiều việc nên hay cho nghỉ .,0,1,0,0
môn này là bị trùng hoặc thừa vì mấy môn trước như lập trình mạng với đồ án vô số sinh viên đã tự học cái này rồi .,0,0,0,1
tài liệu giấy đầy đủ nhưng thứ tự bài chưa được cập nhật theo chương trình giảng .,0,0,0,1
nên cho mỗi thành viên trong nhóm làm báo cáo riêng để không ai thiệt thòi và ỷ lại .,0,0,0,1
không biết có phải do em hỏi nhảm hay không nhưng mà sau này thầy nên nói rõ thầy sẽ trả lời những vấn đề nào trên mail .,0,1,0,0
"giảng viên nên thông báo rõ ràng , chính xác thông tin về báo cáo môn học thông qua nhiều kênh .",0,1,0,0
cô dạy hay .,0,3,0,0
cần thực hành và làm bài tập nhiều hơn nữa .,0,0,0,1
mong nhà trường nâng cấp các phòng thực hành và các thiết bị trong phòng học .,1,0,0,0
"thầy luôn đảm bảo giờ lên lớp , đưa thông tin , tài liệu đến sinh viên nhanh nhất , trả lời tất cả thắc mắc của sinh viên .",0,3,0,0
thầy viết ít comment quá colonsmallsmile .,0,1,0,0
rất thực tiễn .,0,0,3,0
thầy cho điểm hơi căng .,0,1,0,0
"thầy dạy chi tiết , kỹ càng .",0,3,0,0
"so vời những môn học khác , môn học của thầy chiếm hơn 50% thời gian làm bài tập trong một tuần của bọn em , làm cho tụi em cảm thấy không hoàn toàn thực tế em nghĩ nếu để thời gian làm bài tập đó để củng cố đồ án thì tốt hơn rất nhiều .",0,0,0,1
"thầy dạy vui , dễ hiểu , bài tập sát với nội dung giảng dạy .",0,3,0,0
và sinh viên lên trường cũng chỉ tự làm như vậy thì ở nhà làm còn sướng hơn !,0,0,0,1
cần có thêm tài liệu cụ thể và cập nhật mới .,0,0,0,1
cần có đề cương rõ ràng cho sinh viên nắm bắt .,0,0,0,1
"giảng viên dạy hay , cung cấp đầy đủ kiến thức .",0,3,0,0
thiết bị còn thiếu .,1,0,0,0
"thầy rất niềm nở , vui vẻ , tận tâm và nhiệt tình .",0,3,0,0
các buổi thuyết trình .,0,0,0,2
thầy dạy rất kỹ .,0,3,0,0
đôi lúc tính tình thầy hơi khó nhai colonbigsmile .,0,1,0,0
1 tín chỉ thực hành 2 tín chỉ học phí .,0,0,0,2
để ra hơi khó .,1,0,0,0
thầy dạy hay dễ hiểu truyền đạt cho sinh viên những kiến thức tiết học không nhàm chán .,0,3,0,0
"giảng nhanh , dễ hiểu .",0,3,0,0
"slide môn học hoặc các tài liệu cần rõ ràng hơn nữa , nhiều phần rất khó hiểu nhưng lại rất ít kiến thức về nó , làm sinh viên không thể hiểu được bản chất của bài đó .",0,0,0,1
giảng viên giảng bài cho ví dụ liên hệ với thực tiễn hay và nhiệt tình .,0,3,0,0
"cần nâng cấp hệ thống giảng dạy , học tập .",1,0,0,0
đôi khi bài giảng giảng viên thực hiện hơi chán không được cuốn hút .,0,0,0,1
rất hài lòng giảng viên .,0,3,0,0
"chương trình học không mang lại hiệu quả , chỉ mang tính chất đối phó , sinh viên không học hỏi và có thêm kinh nghiệm nhiều khi đi học thực hành .",0,0,0,1
cần chia nhóm học tập .,0,0,1,0
và quá nhiều dạng bài tập nên làm chúng em hơi khó hiểu .,0,0,0,1
"môn học rất hay , thiết thực .",0,0,0,3
thầy giảng bài hay .,0,3,0,0
dạy song song hai lớp cùng lúc và không dạy nhiệt tình cho sinh viên trường đại học công nghệ thông tin .,0,1,0,0
"thầy giảng dạy rất tệ , lên lớp chỉ ngồi chém gió là chính tuy nhiên luôn cho về muộn , hôm về sớm là 12h ( quy định là 11h30 nghỉ ) , hôm về muộn thì 12h , có một hôm 1h mới được về , đó là chưa kể chiều còn có học , không có thời gian để ăn cơm sửa soạn .",0,1,0,0
phong cách thầy rất giống wzjwz225 .,0,2,0,0
theo em cần phải có phòng thí nghiệm môn này thì mới thật sự hiệu quả .,1,0,0,0
"đầu năm đến giờ gặp thầy được một lần thôi , thầy tổ chức gặp được một lần .",0,1,0,0
"việc truyền đạt kiến thức còn lan man , dài dòng , gây khó hiểu sinh viên .",0,1,0,0
nhiệt tâm .,0,3,0,0
nên có nhiều dụng cụ cho sinh viên thực hành hơn với sĩ số lớp đông .,0,0,0,1
học sinh thiếu đi sự năng nổ .,0,1,0,0
"thầy dạy nhiệt tình , giới thiệu thêm cho sinh viên nhiều công cụ và công nghệ mới , hỗ trợ sinh viên rất tốt trong đồ án .",0,3,0,0
cần wifi mạnh thêm cho dãy nhà cũ .,1,0,0,0
"có nhiều hoạt động mà sinh viên có cơ hội đạt được điểm cộng trên lớp , thầy thân thiện với sinh viên .",0,3,0,0
"giảng viên nhiệt tình , hướng dẫn phương pháp giải quyết vấn đề .",0,3,0,0
còn hơi thiếu sinh động .,0,1,0,0
kiến thức truyền đạt tốt .,0,3,0,0
code demo hơi khó hiểu .,0,1,0,0
"giảng dạy hiệu quả , đi dạy đúng giờ .",0,3,0,0
chưa truyền đạt cho rõ .,0,1,0,0
"giảng viên lên lớp đúng giờ , các buổi bù đều hợp lý , giảng bài nghiêm túc , có kiểm tra quá trình , bài tập về nhà .",0,3,0,0
nói bình bình thì không thể nhớ được .,0,1,0,0
"tài liệu nên được biên soạn tốt hơn vì những slide của thầy có nhiều câu giống như dùng google dịch rồi copy qua vậy , trong slide cũng có nhiều chỗ sai sót , khi dạy thì thầy mới phát hiện sai .",0,0,0,1
"thầy dạy được , vui vẻ .",0,3,0,0
"máy tính của phòng thực hành không đáp ứng được nhu cầu môn học , giảng viên yêu cầu tự làm trên laptop và mang lên phòng thực hành chấm điểm , vậy phòng thực hành là phòng chấm điểm ?",1,0,0,0
giảng bài chuyên sâu .,0,3,0,0
cần nêu rõ mối liên hệ giữa môn này với chuyên ngành đang theo học .,0,0,0,1
"giảng viên truyền đạt tốt , chỉ bảo tận tình .",0,3,0,0
slide bài giảng nên sử dụng hoàn toàn bằng tiếng anh thay vì sử dụng nửa việt nửa anh như hiện nay để tránh gây khó hiểu cho sinh viên .,0,0,0,1
"đề cương khó hiểu , không có tài liệu tham khảo kể cả tài liệu nước ngoài .",0,0,0,1
em không học được bất kỳ kiến thức gì ở môn này .,0,0,0,1
các hoạt động thi đua các nhóm trên lớp với nhau .,0,0,0,2
cô không tạo được không khí chủ động trong lớp .,0,1,0,0
"thầy wzjwz105 giảng dạy rất tốt , truyền đạt hay , luôn đưa ra những vấn đề hay .",0,3,0,0
"nội dung thực hành còn khá nhẹ , tôi muốn nó nhiều và khó hơn để được nghiên cứu nhiều khía cạnh hơn của môn học .",0,0,0,1
phân bố lại chương trình vì bài khá dài .,0,0,0,1
không có y kiến .,0,0,0,2
thực sự môn này chiếm 85% thời gian học mà trong khi đó bài báo cáo chỉ chiếm 15% trong tổng số điểm .,0,0,0,1
phòng học nóng .,1,0,0,0
học nhóm .,0,0,0,2
cần có các ví dụ minh họa thực tế bên ngoài nhiều hơn .,0,0,0,1
"giảng viên nên nghiêm túc hơn , cứ đùa đùa sao ấy .",0,1,0,0
cho bài tập hay và nhiều .,0,3,0,0
nên có nhiều bài tập hơn !,0,0,0,1
phòng học nóng quá nên lắp thêm quạt .,1,0,0,0
chương trình dạy hơi nhiều .,0,1,0,0
đề nghị đề thi cần phân ra mức độ dễ khó dễ rõ ràng hơn .,0,0,0,1
cần có nhiều trò chơi vận động hấp dẫn .,0,0,1,0
môn này nên kết hợp lồng ghép với môn thực hành điện điện tử môn này đã học trong học kỳ 5 .,0,0,0,1
"giáo viên dạy tận tâm , dễ hiễu .",0,3,0,0
"vừa đọc slide vừa giảng , dễ gây buồn ngủ và hơi khó hiểu .",0,0,0,1
"giảng viên đảm bảo giờ lên lớp , tập trung vô việc dạy học .",0,3,0,0
"nếu có thì nên mở lớp nâng cao web , như xử lý truy cập lớn , phân bố cơ sở dữ liệu có ích cho việc ra làm hơn .",0,0,0,1
nên lồng ghép các trò chơi nhỏ vào buổi học để tăng hứng thú cho sinh viên .,0,0,0,1
"thầy dạy dễ hiểu , thân thiện , lưu ý cho sinh viên những lỗi thường sai khi làm kiển tra và gợi ý mẹo làm bài tốt .",0,3,0,0
"nhưng thầy phụ trách bộ môn lại hay vắng đột xuất , đổi thời gian dạy liên tục nằm ngoài thời khóa biểu làm em không thể nào sắp xếp thời gian nắm bắt tình hình học tập ( mặt dù có lần thông báo trước , có lần đột xuất không thông báo ) .",0,1,0,0
tiết học vui vẻ .,0,0,0,3
"cô giảng dạy rất có tâm với nghề , đôi khi cô còn cho tụi em thêm bài tập tự luyện .",0,3,0,0
em muốn được hiểu rõ những ứng dụng của môn học này vào ngành học mà chúng ta đang học là gì .,0,0,0,1
"cô hướng dẫn sinh viên và nhận xét về đồ án rất tận tình , chính xác .",0,3,0,0
cần rèn luyện thêm kỹ năng làm bài thi hơn cho sinh viên nên thường xuyên giải các đề và làm nhiều bài tập liên quan đến ngữ pháp hơn .,0,0,0,1
không cung cấp kiến thức cho sinh viên .,0,1,0,0
"cung cấp phương pháp học tập hiệu quả , thân thiện , vui vẻ với sinh viên .",0,0,0,3
"không áp dụng vào đời sống nhiều , phân chia thời gian học chưa hợp lý .",0,0,0,1
"giang viên giảng dạy nhiệt tình , dễ hiểu .",0,3,0,0
"máy chiếu thì quá mờ mới gần đây thôi , quạt thì có cái chạy được , có cái bị hỏng công tắc .",1,0,0,0
"giảng nhiều , dễ hiểu , truyền đạt có hệ thống .",0,3,0,0
không có sự lôi cuốn và thu hút trong cách giảng .,0,0,0,1
cung cấp slide trước để sinh viên có tư liệu tìm hiểu trước ở nhà .,0,3,0,0
phương pháp dạy chưa hợp lý .,0,1,0,0
"thầy vui tính , giảng hay , nhiệt huyết với các bạn .",0,3,0,0
"tận tâm với sinh viên , vui vẻ trong giờ học .",0,3,0,0
"máy của phòng thực hành wzjwz241 khởi động visual studio chậm , bàn phím chưa tốt .",1,0,0,0
"môn học rất bổ ích , tuy là lý thuyết rất nhiều , nhưng trong những chương giảng dạy cũng nên có một vài bài tập đơn giảng để vận dụng bài tập vào thực tiễn và thông qua bài tập đó có thể rút ra kinh nghiệm làm việc .",0,0,0,1
"nhiệt tình , giáo án tốt , có nhiều bài tập vận dụng trên website môn học .",0,3,0,0
em đề nghị trường mình nên áp dung hình thức thực hành động .,0,0,0,1
cần quan tâm nhiều hơn về vấn đề bài tập .,0,0,0,1
"phòng học gần công trình đang xây dựng nên rất ồn , mong trường có thể đổi phòng học khác , em xin cảm ơn !",1,0,0,0
thầy có khiếu hài hước rất cao và truyền đạt dễ hiểu .,0,3,0,0
thêm nhiều tài liệu cho sinh viên .,0,0,0,1
"em ở nhà tự học , thi thực hành vừa rồi cũng được 10 điểm .",0,0,3,0
"nhiều phòng thực hành không có visual hay dev , rất bất lợi cho những bạn chưa có lap .",1,0,0,0
"rất nhiệt huyết , hay trao đổi và thảo luận và giúp đỡ sinh viên .",0,3,0,0
chương trình dạy rời rạc và khó hiểu .,0,1,0,0
"giảo viên hài hước , giảng kiến thức dễ tiếp thu .",0,3,0,0
"cách dạy lôi cuốn sinh viên , nói chuyện thực tế , gần gũi với sinh viên .",0,3,0,0
cách truyền đạt hài hước .,0,3,0,0
"giảng dạy nhiệt tình , đảm bảo đầy đủ giờ lên lớp .",0,3,0,0
nên thêm máy tính thực trong phòng thực hành .,0,0,0,1
cô rất vui tính và nhiệt tình .,0,3,0,0
cần thống nhất giữa nội dung lý thuyết và phần thực hành học từ trên xuống mà thực hành thì dưới lên gây khó khăn cho sinh viên .,0,0,0,1
thuộc bài một cách máy móc và trình bày không tự nhiên nhưng điểm vẫn cao .,0,0,0,1
ít cho bài tập về nhà .,0,0,0,1
thầy dạy khá nhiệt tình và tận tâm dễ hiểu .,0,3,0,0
"hình thức , các hoạt động học tập phong phú .",0,0,0,3
thời gian chỉ được phân bổ 2 tiết nên vừa mất thời gian lại không có thời gian để giảng thêm nhiều vấn đề .,0,0,0,1
"giảng viên rất tận tình chỉ dạy , hỗ trợ tích cực .",0,3,0,0
có nhiều nguồn tài liệu slide bài giảng .,0,0,0,3
"thích cách dạy như kể chuyện , chia sẻ kinh nghiệm của thầy .",0,3,0,0
hướng dẫn kỹ trước khi thực hành .,0,3,0,0
"môn học nên bám sát vào nội dung , mục đích cuối cùng thay vì giảng dạy lý thuyết tràn lan .",0,0,0,1
"em hi vọng thầy có thể cung cấp tài liệu học tập một cách đầy đủ , vì trên slide em thấy còn hạn chế về kiến thức và quá tóm tắt .",0,1,0,0
"lớp muốn hiểu bài phải sắp xếp thời gian , tiết học của mình để được học ké , học chui ở các giảng viên khác để lắp cho mình bù lại kiến thức bị trống .",0,1,0,0
"giảng viên nhiệt tình , quan tâm sinh viên , hướng dẫn tốt .",0,3,0,0
cần có tiết sửa bài tập .,0,0,0,1
"máy chiếu không rõ , hư hỏng , chập chờn .",1,0,0,0
có thêm các mô hình thực tế cho sinh viên .,0,0,0,1
"điểm danh , làm bài kiểm tra thường xuyên trong các buổi học .",0,0,0,2
có tương tác tốt với sinh viên .,0,3,0,0
nói chuyện hơi khó nghe .,0,1,0,0
"giáo viên cần phải ra nhiều bài tập cho sinh viên làm rồi sửa chứ không chỉ nói sinh viên tự kiếm bài tập ở nhà làm để lên bảng sửa , hình thức sửa quá nhanh khiến sinh viên chưa hiểu rõ được vấn đề .",0,1,0,0
nội dung giảng dạy khá tốt .,0,3,0,0
"giảng viên tận tâm , nhiệt tình , khả năng truyền đạt tốt .",0,3,0,0
"cô giáo trẻ trung , hòa nhã với sinh viên .",0,3,0,0
"giờ học sinh động , thầy tạo ra không gian để sinh viên trao đổi vấn đề và nêu ra ý kiến của mình .",0,3,0,0
"giảng viên nhiệt tình , công tâm , quan tâm sinh viên , truyền đạt tốt .",0,3,0,0
không có gì để phàn nàn .,0,0,2,0
"vui vẻ , dạy dễ hiểu , giúp đỡ mọi lúc mọi nơi .",0,3,0,0
thầy dạy hơi nhanh nên khó chép bài kịp .,0,1,0,0
đây là mong muốn của em chứ không phải không hài lòng ) .,0,2,0,0
cho đề thi hơi khó .,0,1,0,0
"nghỉ học không thông báo hoài , bực mình .",0,1,0,0
cô dạy nhiệt tình và rất gần gũi với sinh viên .,0,3,0,0
chúc thầy thành công !,0,3,0,0
cô không hiểu rõ được tâm lý sinh viên công nghệ thông tin nên khi nào cô cũng áp đặt là bọn em phải chăm chỉ học hành .,0,1,0,0
"phần thực hành quá sơ sài , trợ giảng cho thực hành chỉ đưa tài liệu tiếng anh cho đọc và đưa bài về cho làm , không có sự hướng dẫn .",0,1,0,0
"giáo viên tận tình chỉ bảo , tạo không khí vui vẻ .",0,3,0,0
đôi khi giảng khó hiểu .,0,1,0,0
thực hành không liên quan gì lý thuyết .,0,0,0,1
"nội dung chương trình học cần rõ ràng hơn , cần cập nhật chương trình học , nội dung bài giảng trên slide còn lủng củng .",0,0,0,1
"thầy nên dạy chậm và dễ hiểu hơn , nên giảng từng cái cho chắc rồi hãy sang phần khác .",0,1,0,0
cập những những kiến thức mới ở ngoài vào giảng dạy .,0,0,0,3
thầy và cô thường có những lời khuyên định hướng tương lai .,0,3,0,0
giảng viên dạy học rất tâm huyết .,0,3,0,0
mong trong học kỳ tới thì chất lượng giảng dạy sẽ cải thiện hơn .,0,0,0,1
thầy thường xuyên bỏ lớp .,0,1,0,0
"dạy đúng chủ đề , không nói chuyện ngoài lề , đi dạy đúng giờ .",0,3,0,0
mong thầy có thể làm slide kỹ lưỡng và dễ hiểu hơn .,0,1,0,0
"thường xuyên lên lớp trễ , chấm điểm trên moodle không có ghi chú cụ thể dẫn đến nhầm lẫn trong sinh viên .",0,1,0,0
"cô rất tận tâm , nhiệt tình , đem hết kinh nghiệm cũng như kiến thức của mình để truyền đạt cho sinh viên , cô luôn tạo cảm hứng học tập .",0,3,0,0
"thầy dạy cực vui , kiến thức đầy đủ , gần gũi với sinh viên .",0,3,0,0
"giảng viên cởi mở dễ tiếp xúc , trao đổi .",0,3,0,0
"phòng thực hành nhỏ không đủ máy cho sinh viên , máy có nhiều virus .",1,0,0,0
cung cấp tài liệu tự học nhiều hơn .,0,0,0,1
"thầy dạy không sát với chương trình của khoa , một số phần quan trọng nhưng không được chú trọng .",0,1,0,0
phòng máy thực hành cần nâng cấp .,1,0,0,0
ở lớp khi ngồi ở những bàn sau nhìn bảng rất khó .,1,0,0,0
"giảng viên sử dụng thời gian hợp lý , trình bày chi tiết dễ hiểu .",0,3,0,0
giảng bài rất kỹ và rất hay .,0,3,0,0
"kiến thức của giảng viên rất tốt , cách trình bày , giảng dạy rất đẹp và hiệu quả .",0,3,0,0
nên có nhiều tiết làm bài tập hơn .,0,0,0,1
nhìn không rõ .,1,0,0,0
giảng viên còn hơi chủ quan nghĩ rằng sinh viên nắm được những cái cơ bản ban đầu .,0,1,0,0
cho phép sinh viên tự giác ôn tập .,0,2,0,0
quý thầy lắm .,0,3,0,0
các đường link tham khảo không đáp ứng tốt nhu cầu giải quyết vấn đề .,0,0,0,1
"giảng viên ít trình bày kiến thức cần thiết cho sinh viên , giảng viên gợi ý cho sinh viên nhưng gợi ý khá ít gây khó khăn cho sinh viên .",0,1,0,0
giảng viên chưa giải thích rõ nội dung của bài và cách tiến hành mặc dù nội dung phần lý thuyết đó sinh viên chưa học tới hoặc có giảng nhưng còn rất mơ hồ .,0,1,0,0
thầy nên cho một ít bài tập về nhà làm để củng cố kiến thức thêm tại bài tập thi bao la em không biết cái nào là trọng tâm hết .,0,1,0,0
còn hạn chế về chuyên môn trong quá trình giảng dạy .,0,1,0,0
thầy dễ chịu nên tiết học diễn ra vui vẻ không nhàm chán .,0,3,0,0
